113      -35.66      4.25      4.25     118.85    -81.56
114      -36.01      3.66      3.66     114.08    -86.06
115      -36.38      3.04      3.04     109.17    -91.19
116      -36.77      2.42      2.42     104.05    -97.05
117      -37.19      1.82      1.82      98.70   -103.72
118      -37.63      1.26      1.26      93.07   -111.28
119      -38.09      0.80      0.80      87.15   -119.72
120      -38.57      0.46      0.46      80.90   -128.96
121      -39.08      0.30      0.30      74.27   -138.77
122      -39.61      0.33      0.33      67.18   -148.80
123      -40.18      0.57      0.57      59.44   -158.63
124      -40.75      0.98      0.98      50.81   -167.88
125      -41.30      1.52      1.52      41.01   -176.33
126      -41.75      2.14      2.14      29.89    176.13
127      -41.98      2.80      2.80      17.58    169.46
128      -41.91      3.47      3.47       4.74    163.55
129      -41.51      4.13      4.13      -7.65    158.30
130      -40.86      4.77      4.77     -18.71    153.57
131      -40.08      5.39      5.39     -28.06    149.28
132      -39.28      5.98      5.98     -35.74    145.35
133      -38.54      6.55      6.55     -42.05    141.72
134      -37.89      7.11      7.11     -47.33    138.38
135      -37.36      7.64      7.64     -51.92    135.29
136      -36.95      8.15      8.15     -56.08    132.46
137      -36.65      8.65      8.65     -60.04    129.87
138      -36.47      9.12      9.12     -63.99    127.52
139      -36.38      9.56      9.56     -68.07    125.39
140      -36.37      9.97      9.97     -72.42    123.48
141      -36.42     10.36     10.36     -77.12    121.76
142      -36.52     10.71     10.71     -82.24    120.20
143      -36.64     11.02     11.02     -87.81    118.79
144      -36.77     11.30     11.30     -93.83    117.50
145      -36.89     11.54     11.54    -100.24    116.29
146      -36.99     11.75     11.75    -107.00    115.15
147      -37.05     11.92     11.92    -114.01    114.05
148      -37.07     12.05     12.06    -121.22    112.97
149      -37.06     12.16     12.16    -128.56    111.90
150      -37.01     12.24     12.24    -136.00    110.83
151      -36.93     12.29     12.29    -143.51    109.74
152      -36.80     12.31     12.31    -151.07    108.65
153      -36.63     12.31     12.31    -158.64    107.54
154      -36.41     12.29     12.29    -166.18    106.42
155      -36.14     12.25     12.25    -173.60    105.30
156      -35.81     12.19     12.19     179.18    104.18
157      -35.44     12.10     12.10     172.27    103.08
158      -35.02     11.99     11.99     165.75    102.00
159      -34.58     11.86     11.86     159.68    100.95
160      -34.13     11.71     11.71     154.11     99.94
161      -33.68     11.52     11.52     149.04     98.98
162      -33.26     11.31     11.31     144.46     98.08
163      -32.87     11.06     11.06     140.34     97.24
164      -32.52     10.78     10.78     136.64     96.45
165      -32.22     10.45     10.45     133.32     95.74
166      -31.99     10.07     10.07     130.35     95.08
167      -31.82      9.64      9.64     127.67     94.49
168      -31.73      9.14      9.14     125.26     93.96
169      -31.73      8.58      8.58     123.08     93.49
170      -31.82      7.93      7.93     121.11     93.08
171      -32.03      7.18      7.18     119.32     92.73
172      -32.37      6.31      6.31     117.68     92.43
173      -32.86      5.28      5.29     116.18     92.17
174      -33.55      4.07      4.07     114.80     91.97
175      -34.50      2.60      2.60     113.52     91.82
176      -35.82      0.76      0.76     112.32     91.71
177      -37.72     -1.65     -1.65     111.20     91.64
178      -40.64     -5.10     -5.10     110.12     91.61
179      -46.07    -11.06    -11.06     109.08     91.63
180      -99.99    -99.99    -99.99       0.00      0.00

  0      -99.99    -99.99    -99.99       0.00      0.00
  1      -43.31     -0.18     -0.18      38.90     82.15
  2      -37.81      5.79      5.79      40.01     82.05
  3      -34.76      9.24      9.24      41.21     81.92
  4      -32.69     11.66     11.66      42.48     81.78
  5      -31.15     13.50     13.50      43.85     81.63
  6      -29.92     14.97     14.97      45.30     81.45
  7      -28.90     16.19     16.19      46.83     81.26
  8      -28.03     17.22     17.22      48.43     81.06
  9      -27.27     18.10     18.10      50.09     80.84
 10      -26.58     18.86     18.86      51.80     80.62
 11      -25.96     19.51     19.51      53.54     80.39
 12      -25.39     20.08     20.08      55.30     80.15
 13      -24.86     20.58     20.58      57.07     79.90
 14      -24.36     21.01     21.01      58.84     79.65
 15      -23.90     21.39     21.39      60.61     79.41
 16      -23.46     21.71     21.71      62.36     79.16
 17      -23.05     21.98     21.98      64.08     78.92
 18      -22.66     22.21     22.21      65.78     78.68
 19      -22.30     22.39     22.39      67.45     78.45
 20      -21.97     22.53     22.53      69.09     78.22
 21      -21.66     22.64     22.64      70.69     78.00
 22      -21.38     22.70     22.70      72.26     77.78
 23      -21.12     22.73     22.73      73.78     77.56
 24      -20.89     22.72     22.72      75.26     77.34
 25      -20.69     22.68     22.68      76.70     77.12
 26      -20.52     22.60     22.60      78.09     76.88
 27      -20.37     22.49     22.49      79.42     76.63
 28      -20.25     22.34     22.34      80.70     76.36
 29      -20.16     22.16     22.16      81.91     76.07
 30      -20.09     21.95     21.95      83.06     75.74
 31      -20.05     21.71     21.71      84.13     75.37
 32      -20.02     21.45     21.45      85.14     74.97
 33      -20.01     21.15     21.16      86.08     74.53
 34      -20.02     20.84     20.84      86.96     74.05
 35      -20.04     20.50     20.50      87.78     73.55
 36      -20.08     20.14     20.14      88.56     73.03
 37      -20.11     19.76     19.76      89.32     72.51
 38      -20.15     19.36     19.36      90.08     72.02
 39      -20.19     18.95     18.95      90.86     71.59
 40      -20.24     18.52     18.52      91.71     71.24
 41      -20.28     18.07     18.07      92.63     71.02
 42      -20.33     17.59     17.59      93.66     70.95
 43      -20.38     17.09     17.09      94.81     71.06
 44      -20.44     16.55     16.56      96.09     71.39
 45      -20.52     15.98     15.99      97.51     71.97
 46      -20.60     15.37     15.37      99.06     72.81
 47      -20.70     14.72     14.72     100.72     73.96
 48      -20.81     14.01     14.01     102.47     75.42
 49      -20.95     13.25     13.26     104.27     77.24
 50      -21.09     12.45     12.45     106.10     79.46
 51      -21.26     11.60     11.60     107.91     82.13
 52      -21.43     10.72     10.72     109.67     85.31
 53      -21.60      9.82      9.82     111.35     89.10
 54      -21.78      8.94      8.94     112.92     93.56
 55      -21.94      8.10      8.10     114.37     98.77
 56      -22.09      7.36      7.37     115.71    104.73
 57      -22.22      6.77      6.78     116.94    111.37
 58      -22.32      6.38      6.39     118.09    118.45
 59      -22.40      6.21      6.22     119.21    125.64
 60      -22.45      6.26      6.27     120.32    132.57
 61      -22.48      6.49      6.49     121.46    138.93
 62      -22.50      6.85      6.85     122.64    144.55
 63      -22.52      7.28      7.29     123.87    149.40
 64      -22.53      7.75      7.76     125.13    153.50
 65      -22.56      8.22      8.22     126.38    156.92
 66      -22.60      8.66      8.66     127.58    159.74
 67      -22.66      9.05      9.06     128.69    162.02
 68      -22.73      9.40      9.40     129.65    163.78
 69      -22.83      9.70      9.70     130.42    165.07
 70      -22.93      9.95      9.95     130.97    165.90
 71      -23.03     10.17     10.17     131.28    166.29
 72      -23.14     10.35     10.36     131.37    166.28
 73      -23.23     10.52     10.52     131.26    165.93
 74      -23.31     10.68     10.68     131.02    165.29
 75      -23.38     10.84     10.84     130.69    164.46
 76      -23.44     11.00     11.00     130.34    163.51
 77      -23.49     11.15     11.15     130.00    162.53
 78      -23.56     11.29     11.30     129.69    161.57
 79      -23.64     11.42     11.42     129.42    160.67
 80      -23.75     11.52     11.52     129.14    159.82
 81      -23.88     11.59     11.59     128.82    159.01
 82      -24.05     11.62     11.62     128.40    158.20
 83      -24.25     11.61     11.61     127.83    157.33
 84      -24.46     11.57     11.57     127.07    156.35
 85      -24.70     11.49     11.49     126.10    155.20
 86      -24.94     11.38     11.38     124.92    153.87
 87      -25.18     11.27     11.27     123.56    152.34
 88      -25.41     11.14     11.14     122.09    150.63
 89      -25.64     11.02     11.02     120.57    148.77
 90      -25.87     10.91     10.91     -60.93    -33.18
 91      -26.10     10.80     10.80     -62.37    -35.16
 92      -26.34     10.69     10.69     -63.73    -37.11
 93      -26.62     10.58     10.58     -65.03    -38.99
 94      -26.93     10.46     10.46     -66.31    -40.80
 95      -27.29     10.31     10.31     -67.63    -42.54
 96      -27.69     10.14     10.14     -69.08    -44.25
 97      -28.13      9.94      9.94     -70.72    -45.98
 98      -28.60      9.70      9.70     -72.63    -47.78
 99      -29.09      9.43      9.43     -74.82    -49.69
100      -29.59      9.14      9.14     -77.31    -51.75
101      -30.09      8.82      8.82     -80.04    -53.99
102      -30.57      8.49      8.49     -82.95    -56.41
103      -31.04      8.15      8.15     -85.93    -58.99
104      -31.51      7.80      7.80     -88.92    -61.71
105      -31.98      7.45      7.45     -91.87    -64.55
106      -32.48      7.08      7.08     -94.77    -67.47
107      -33.01      6.69      6.69     -97.66    -70.46
108      -33.58      6.28      6.28    -100.64    -73.55
109      -34.20      5.84      5.84    -103.82    -76.76
110      -34.87      5.37      5.37    -107.32    -80.14
111      -35.57      4.85      4.85    -111.29    -83.78
112      -36.30      4.30      4.30    -115.82    -87.75
113      -37.01      3.70      3.70    -121.00    -92.15
114      -37.70      3.08      3.08    -126.84    -97.08
115      -38.31      2.43      2.43    -133.31   -102.64
116      -38.83      1.79      1.79    -140.28   -108.93
117      -39.23      1.16      1.16    -147.60   -116.03
118      -39.50      0.58      0.58    -155.05   -124.02
119      -39.63      0.09      0.09    -162.41   -132.89
120      -39.62     -0.27     -0.27    -169.44   -142.55
121      -39.49     -0.46     -0.46    -175.93   -152.78
122      -39.28     -0.45     -0.45     178.28   -163.21
123      -38.99     -0.24     -0.24     173.30   -173.43
124      -38.68      0.15      0.15     169.15    176.93
125      -38.36      0.66      0.66     165.78    168.11
126      -38.07      1.26      1.26     163.08    160.19
127      -37.82      1.89      1.89     160.93    153.15
128      -37.62      2.53      2.53     159.16    146.88
129      -37.47      3.17      3.17     157.63    141.25
130      -37.37      3.78      3.78     156.17    136.15
131      -37.31      4.37      4.37     154.64    131.48
132      -37.27      4.94      4.94     152.93    127.16
133      -37.25      5.49      5.49     150.95    123.16
134      -37.21      6.02      6.02     148.65    119.43
135      -37.14      6.53      6.53     146.06    115.97
136      -37.01      7.02      7.02     143.24    112.77
137      -36.82      7.50      7.50     140.32    109.83
138      -36.57      7.95      7.95     137.43    107.14
139      -36.25      8.38      8.38     134.71    104.69
140      -35.89      8.78      8.78     132.25    102.48
141      -35.50      9.14      9.14     130.10    100.47
142      -35.11      9.48      9.48     128.25     98.65
143      -34.73      9.77      9.77     126.67     96.98
144      -34.37     10.03     10.03     125.30     95.44
145      -34.04     10.26     10.26     124.08     94.00
146      -33.75     10.44     10.44     122.93     92.63
147      -33.49     10.59     10.59     121.79     91.31
148      -33.28     10.71     10.71     120.60     90.01
149      -33.10     10.79     10.79     119.30     88.72
150      -32.95     10.84     10.84     117.87     87.43
151      -32.82     10.87     10.87     116.27     86.12
152      -32.72     10.87     10.87     114.49     84.80
153      -32.63     10.85     10.85     112.53     83.46
154      -32.55     10.80     10.80     110.42     82.11
155      -32.48     10.74     10.74     108.16     80.76
156      -32.40     10.65     10.65     105.79     79.41
157      -32.32     10.55     10.55     103.35     78.07
158      -32.25     10.43     10.43     100.88     76.76
159      -32.17     10.28     10.28      98.41     75.49
160      -32.10     10.11     10.11      95.98     74.26
161      -32.04      9.92      9.92      93.62     73.10
162      -31.99      9.69      9.69      91.34     71.99
163      -31.96      9.44      9.44      89.17     70.96
164      -31.95      9.14      9.14      87.10     70.00
165      -31.98      8.81      8.81      85.15     69.12
166      -32.04      8.42      8.43      83.30     68.32
167      -32.15      7.99      7.99      81.56     67.59
168      -32.31      7.49      7.49      79.93     66.93
169      -32.53      6.92      6.92      78.39     66.35
170      -32.83      6.27      6.27      76.95     65.84
171      -33.22      5.51      5.52      75.58     65.39
172      -33.71      4.64      4.64      74.30     65.01
173      -34.34      3.62      3.62      73.08     64.69
174      -35.15      2.40      2.41      71.92     64.43
175      -36.21      0.93      0.93      70.82     64.23
176      -37.61     -0.91     -0.91      69.76     64.08
177      -39.56     -3.32     -3.32      68.74     63.98
178      -42.53     -6.77     -6.77      67.74     63.93
179      -47.99    -12.73    -12.73      66.74     63.93
180      -99.99    -99.99    -99.99       0.00      0.00

  0      -99.99    -99.99    -99.99       0.00      0.00
  1      -39.46     -0.09     -0.09      48.02    108.95
  2      -33.96      5.88      5.88      49.34    108.83
  3      -30.91      9.33      9.33      50.87    108.69
  4      -28.85     11.75     11.75      52.61    108.52
  5      -27.31     13.59     13.59      54.55    108.33
  6      -26.08     15.07     15.07      56.67    108.11
  7      -25.05     16.29     16.29      58.97    107.87
  8      -24.17     17.32     17.32      61.39    107.60
  9      -23.38     18.20     18.20      63.93    107.32
 10      -22.65     18.96     18.96      66.52    107.02
 11      -21.98     19.62     19.62      69.16    106.70
 12      -21.35     20.19     20.19      71.78    106.37
 13      -20.75     20.69     20.69      74.37    106.03
 14      -20.17     21.13     21.13      76.90    105.67
 15      -19.62     21.51     21.51      79.35    105.31
 16      -19.09     21.83     21.83      81.69    104.94
 17      -18.58     22.11     22.11      83.92    104.56
 18      -18.10     22.34     22.34      86.02    104.18
 19      -17.64     22.53     22.53      88.01    103.80
 20      -17.21     22.67     22.67      89.87    103.42
 21      -16.80     22.78     22.78      91.60    103.03
 22      -16.43     22.85     22.85      93.22    102.64
 23      -16.09     22.89     22.89      94.73    102.24
 24      -15.78     22.88     22.88      96.12    101.83
 25      -15.50     22.85     22.85      97.40    101.41
 26      -15.26     22.77     22.77      98.58    100.97
 27      -15.04     22.67     22.67      99.65    100.51
 28      -14.87     22.53     22.53     100.63    100.02
 29      -14.72     22.36     22.36     101.50     99.49
 30      -14.61     22.15     22.15     102.27     98.93
 31      -14.53     21.92     21.92     102.94     98.32
 32      -14.47     21.66     21.66     103.52     97.67
 33      -14.45     21.38     21.38     104.01     96.98
 34      -14.44     21.07     21.07     104.42     96.25
 35      -14.46     20.73     20.74     104.77     95.48
 36      -14.49     20.38     20.38     105.06     94.69
 37      -14.54     20.01     20.01     105.33     93.91
 38      -14.60     19.62     19.62     105.61     93.14
 39      -14.67     19.21     19.22     105.91     92.43
 40      -14.76     18.79     18.79     106.27     91.79
 41      -14.86     18.34     18.34     106.73     91.27
 42      -14.97     17.87     17.87     107.31     90.90
 43      -15.09     17.37     17.37     108.03     90.70
 44      -15.23     16.84     16.84     108.92     90.72
 45      -15.39     16.27     16.28     109.99     90.96
 46      -15.57     15.67     15.67     111.24     91.47
 47      -15.77     15.01     15.02     112.67     92.27
 48      -16.00     14.31     14.31     114.26     93.39
 49      -16.24     13.56     13.56     116.01     94.85
 50      -16.50     12.75     12.76     117.87     96.70
 51      -16.78     11.91     11.92     119.83     99.00
 52      -17.06     11.03     11.04     121.85    101.81
 53      -17.34     10.14     10.14     123.91    105.21
 54      -17.61      9.25      9.26     125.98    109.30
 55      -17.86      8.42      8.43     128.03    114.13
 56      -18.08      7.69      7.70     130.05    119.72
 57      -18.27      7.10      7.11     132.05    125.98
 58      -18.40      6.71      6.72     134.01    132.68
 59      -18.49      6.54      6.55     135.97    139.49
 60      -18.53      6.59      6.60     137.91    146.02
 61      -18.53      6.81      6.82     139.86    151.99
 62      -18.50      7.17      7.18     141.80    157.21
 63      -18.44      7.60      7.61     143.72    161.64
 64      -18.37      8.06      8.07     145.60    165.32
 65      -18.29      8.52      8.53     147.39    168.31
 66      -18.22      8.96      8.97     149.05    170.70
 67      -18.17      9.35      9.36     150.52    172.53
 68      -18.12      9.69      9.70     151.76    173.85
 69      -18.09      9.99      9.99     152.72    174.69
 70      -18.08     10.23     10.24     153.37    175.07
 71      -18.07     10.44     10.45     153.69    175.02
 72      -18.06     10.62     10.63     153.71    174.57
 73      -18.05     10.78     10.79     153.44    173.78
 74      -18.02     10.94     10.94     152.95    172.70
 75      -17.99     11.08     11.09     152.30    171.43
 76      -17.94     11.23     11.23     151.56    170.04
 77      -17.90     11.37     11.37     150.80    168.61
 78      -17.86     11.50     11.50     150.04    167.19
 79      -17.84     11.61     11.62     149.30    165.83
 80      -17.84     11.70     11.70     148.57    164.52
 81      -17.87     11.75     11.76     147.83    163.24
 82      -17.94     11.77     11.77     147.01    161.96
 83      -18.04     11.74     11.75     146.06    160.62
 84      -18.18     11.68     11.68     144.95    159.16
 85      -18.34     11.58     11.59     143.63    157.55
 86      -18.52     11.46     11.47     142.08    155.75
 87      -18.71     11.33     11.33     140.33    153.75
 88      -18.90     11.18     11.19     138.40    151.57
 89      -19.08     11.04     11.04     136.35    149.24
 90      -19.26     10.90     10.91     -45.75    -33.18
 91      -19.44     10.77     10.78     -47.84    -35.62
 92      -19.62     10.64     10.65     -49.87    -38.05
 93      -19.82     10.51     10.51     -51.84    -40.40
 94      -20.04     10.36     10.36     -53.75    -42.68
 95      -20.30     10.19     10.20     -55.64    -44.90
 96      -20.59      9.99     10.00     -57.57    -47.08
 97      -20.93      9.76      9.77     -59.60    -49.27
 98      -21.29      9.50      9.50     -61.79    -51.53
 99      -21.69      9.20      9.21     -64.19    -53.91
100      -22.11      8.88      8.88     -66.81    -56.43
101      -22.54      8.53      8.54     -69.68    -59.13
102      -22.98      8.17      8.18     -72.75    -62.02
103      -23.41      7.80      7.80     -75.97    -65.07
104      -23.85      7.42      7.42     -79.31    -68.26
105      -24.28      7.03      7.03     -82.70    -71.56
106      -24.73      6.63      6.63     -86.13    -74.95
107      -25.19      6.21      6.21     -89.59    -78.41
108      -25.68      5.77      5.77     -93.13    -81.95
109      -26.21      5.29      5.30     -96.80    -85.61
110      -26.77      4.78      4.79    -100.69    -89.44
111      -27.37      4.23      4.23    -104.90    -93.51
112      -28.00      3.64      3.64    -109.50    -97.92
113      -28.64      3.01      3.01    -114.60   -102.75
114      -29.28      2.34      2.35    -120.24   -108.11
115      -29.90      1.66      1.66    -126.45   -114.11
116      -30.47      0.97      0.98    -133.24   -120.84
117      -30.98      0.31      0.31    -140.55   -128.38
118      -31.41     -0.31     -0.31    -148.30   -136.81
119      -31.73     -0.84     -0.84    -156.34   -146.12
120      -31.93     -1.24     -1.24    -164.50   -156.20
121      -32.01     -1.47     -1.47    -172.57   -166.85
122      -31.98     -1.50     -1.49     179.64   -177.69
123      -31.86     -1.32     -1.32     172.32    171.69
124      -31.68     -0.98     -0.97     165.58    161.67
125      -31.45     -0.51     -0.50     159.47    152.47
126      -31.22      0.05      0.05     153.94    144.19
127      -31.00      0.64      0.64     148.94    136.78
128      -30.80      1.23      1.23     144.34    130.14
129      -30.63      1.82      1.82     140.04    124.14
130      -30.50      2.38      2.38     135.92    118.66
131      -30.40      2.92      2.93     131.87    113.60
132      -30.32      3.45      3.45     127.84    108.88
133      -30.24      3.95      3.95     123.78    104.47
134      -30.16      4.44      4.44     119.69    100.33
135      -30.06      4.91      4.91     115.61     96.46
136      -29.93      5.36      5.37     111.61     92.87
137      -29.78      5.80      5.81     107.77     89.54
138      -29.62      6.23      6.23     104.17     86.49
139      -29.44      6.62      6.62     100.86     83.71
140      -29.25      6.99      6.99      97.87     81.19
141      -29.08      7.33      7.33      95.21     78.90
142      -28.93      7.63      7.63      92.84     76.82
143      -28.81      7.90      7.90      90.75     74.92
144      -28.73      8.12      8.12      88.86     73.16
145      -28.68      8.31      8.31      87.14     71.52
146      -28.68      8.45      8.45      85.52     69.95
147      -28.72      8.56      8.56      83.94     68.44
148      -28.80      8.63      8.63      82.36     66.95
149      -28.92      8.67      8.67      80.74     65.47
150      -29.06      8.67      8.67      79.03     63.97
151      -29.24      8.65      8.65      77.23     62.46
152      -29.43      8.60      8.60      75.30     60.91
153      -29.65      8.53      8.53      73.24     59.33
154      -29.87      8.44      8.44      71.06     57.73
155      -30.10      8.33      8.33      68.77     56.11
156      -30.33      8.20      8.20      66.39     54.49
157      -30.56      8.06      8.06      63.94     52.87
158      -30.78      7.90      7.90      61.46     51.28
159      -31.01      7.72      7.72      58.97     49.73
160      -31.23      7.52      7.52      56.51     48.23
161      -31.46      7.30      7.30      54.10     46.80
162      -31.69      7.05      7.05      51.75     45.44
163      -31.94      6.78      6.78      49.48     44.16
164      -32.20      6.47      6.47      47.30     42.98
165      -32.48      6.12      6.12      45.21     41.89
166      -32.78      5.72      5.73      43.22     40.89
167      -33.12      5.28      5.28      41.33     39.99
168      -33.49      4.77      4.77      39.52     39.18
169      -33.92      4.20      4.20      37.81     38.46
170      -34.40      3.54      3.54      36.19     37.83
171      -34.96      2.78      2.78      34.65     37.28
172      -35.61      1.90      1.90      33.19     36.80
173      -36.38      0.87      0.88      31.80     36.40
174      -37.31     -0.34     -0.34      30.49     36.08
175      -38.47     -1.82     -1.82      29.25     35.82
176      -39.95     -3.66     -3.66      28.08     35.62
177      -41.98     -6.08     -6.07      26.95     35.49
178      -44.99     -9.53     -9.53      25.88     35.42
179      -50.48    -15.49    -15.49      24.84     35.41
180      -99.99    -99.99    -99.99       0.00      0.00

  0      -99.99    -99.99    -99.99       0.00      0.00
  1      -37.22     -0.75     -0.75      66.53    135.60
  2      -31.72      5.21      5.21      67.92    135.47
  3      -28.69      8.67      8.67      69.57    135.30
  4      -26.64     11.09     11.09      71.48    135.11
  5      -25.11     12.94     12.94      73.64    134.88
  6      -23.90     14.42     14.42      76.03    134.62
  7      -22.89     15.64     15.65      78.64    134.32
  8      -22.01     16.68     16.68      81.41    134.00
  9      -21.22     17.57     17.57      84.32    133.65
 10      -20.50     18.34     18.34      87.31    133.28
 11      -19.82     19.00     19.00      90.34    132.88
 12      -19.17     19.59     19.59      93.36    132.46
 13      -18.54     20.10     20.10      96.31    132.02
 14      -17.93     20.55     20.55      99.17    131.56
 15      -17.34     20.94     20.94     101.90    131.09
 16      -16.77     21.27     21.27     104.49    130.60
 17      -16.21     21.56     21.56     106.91    130.10
 18      -15.68     21.80     21.81     109.15    129.59
 19      -15.17     22.01     22.01     111.23    129.07
 20      -14.69     22.17     22.17     113.13    128.54
 21      -14.24     22.29     22.29     114.86    128.00
 22      -13.82     22.37     22.37     116.44    127.45
 23      -13.43     22.42     22.42     117.86    126.88
 24      -13.08     22.43     22.43     119.13    126.29
 25      -12.76     22.41     22.41     120.26    125.68
 26      -12.47     22.35     22.35     121.26    125.05
 27      -12.22     22.26     22.26     122.12    124.38
 28      -12.01     22.14     22.14     122.86    123.68
 29      -11.84     21.98     21.98     123.47    122.93
 30      -11.69     21.79     21.80     123.97    122.14
 31      -11.58     21.58     21.58     124.35    121.29
 32      -11.50     21.34     21.34     124.61    120.39
 33      -11.45     21.07     21.07     124.78    119.43
 34      -11.42     20.78     20.78     124.85    118.43
 35      -11.42     20.46     20.47     124.84    117.39
 36      -11.44     20.13     20.13     124.78    116.33
 37      -11.47     19.78     19.78     124.68    115.25
